ssn,fico_scr,DailyRate,Department,HourlyRate,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,employee_no,depart_dt,Education,EducationField,Gender,first_name,birth_state,birth_dt,hire_dt,BusinessTravel,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,NumCompaniesWorked,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
298125357,694,507,Sales,66,6125,No,12,3,0,694398,,2,Medical,Female,PAISLI,TX,09/14/82,09/14/06,,,,,,,,,,,,,,,
893032863,715,1041,Human Resources,36,2143,No,13,3,1,694765,,3,Human Resources,Male,CHESKY,NV,03/07/81,03/06/12,,,,,,,,,,,,,,,
447796481,764,1465,Research & Development,63,3579,Yes,21,4,1,695416,,3,Medical,Male,RYKAR,NM,12/01/86,06/02/05,Travel_Rarely,1,4,3,1,2,Married,0,1,12,2,3,9,5,7
722079961,738,727,Sales,54,2728,No,11,3,0,695567,,1,Life Sciences,Male,JOSUEL,,06/16/96,06/16/14,,,,,,,,,,,,,,,
979313409,760,575,Sales,68,6380,Yes,12,3,2,695569,03/28/17,2,Marketing,Male,RANCE,,,03/28/11,Travel_Rarely,22,3,2,2,3,Married,2,1,8,6,3,4,1,0
157002445,715,430,Research & Development,40,19627,No,17,3,2,695652,,4,Medical,Male,KEIVON,PA,04/11/71,04/11/15,,,,,,,,,,,,,,,
814774718,711,897,Human Resources,59,2145,No,14,3,1,696541,,3,Medical,Male,SHAMS,CA,02/11/93,02/11/15,,,,,,,,,,,,,,,
526368563,713,1132,Research & Development,48,9613,No,17,3,3,696712,,3,Medical,Male,ABDURRAHMAN,KS,07/12/77,07/12/98,,,,,,,,,,,,,,,
928528905,733,1154,Sales,54,3067,No,19,3,1,696727,,2,Life Sciences,Male,RAKARI,OK,04/17/86,04/17/15,,,,,,,,,,,,,,,
741711940,682,1283,Sales,62,5147,No,15,3,0,696749,,3,Marketing,Female,TRINIDEE,NM,06/04/83,01/16/06,Non-Travel,2,4,3,2,2,Single,8,4,13,2,2,7,1,7
926214410,771,1435,Sales,99,7637,No,11,3,0,696754,,3,Life Sciences,Female,REGAN,NM,07/01/57,04/07/96,Travel_Rarely,25,1,3,3,1,Single,7,4,28,3,2,16,7,9
149489866,736,1218,Sales,82,3407,No,23,4,0,696756,,4,Life Sciences,N/A,WAYLON,,03/06/81,03/05/12,,,,,,,,,,,,,,,
133105364,710,195,Sales,80,4859,No,16,3,0,696828,,3,Medical,Female,DALEYSSA,NV,09/07/81,09/07/11,,,,,,,,,,,,,,,
588277979,682,,Human Resources,58,,Yes,11,3,1,697092,,4,LS,Female,KYNDLE,AZ,01/15/91,01/15/10,,,,,,,,,,,,,,,
603127137,755,319,Sales,41,2793,No,17,3,1,697191,,4,Marketing,Male,OZZIE,NM,02/22/80,04/07/08,Travel_Frequently,4,1,3,1,4,Divorced,4,3,13,2,3,8,5,8
372523491,742,194,Research & Development,60,2348,No,18,3,1,697214,,3,Life Sciences,Male,YARIEL,NM,10/30/71,05/28/00,Travel_Rarely,9,2,3,2,2,Divorced,8,3,20,2,1,9,0,15
575861365,677,684,Research & Development,51,19537,No,13,3,0,697338,,3,LS,Male,PALMER,NM,12/27/65,01/24/97,Travel_Rarely,6,1,3,5,3,Single,7,3,23,5,3,18,15,15
491689401,696,1181,Research & Development,79,1483,No,14,3,0,697393,,1,Medical,Female,AOIFE,MT,04/24/98,04/23/16,,,,,,,,,,,,,,,
781217898,683,134,Research & Development,90,2500,No,14,3,0,697545,,3,Life Sciences,Male,JENCARLOS,,01/09/84,01/09/14,,,,,,,,,,,,,,,
861837412,791,1097,Research & D,96,2936,Yes,11,3,0,697673,02/01/15,4,Life Sciences,Male,ILIA,NM,10/04/72,01/31/09,Travel_Rarely,10,3,3,1,3,Single,1,3,6,4,3,4,0,2
267314353,765,1490,Research & Development,30,16555,No,13,3,0,697787,,2,Life Sciences,Female,ODALIS,,08/12/64,08/12/11,,,,,,,,,,,,,,,
522976565,695,1179,Research & Development,78,3196,No,12,3,3,697805,,4,Medical,Male,RAMIZ,SC,10/12/88,10/12/10,,,,,,,,,,,,,,,
816669277,718,1360,Research & Development,49,19545,No,12,3,0,698142,,3,Technical Degree,Female,LANEY,DC,04/19/76,04/20/95,,,,,,,,,,,,,,,
407860901,676,1431,Research & Development,96,2232,No,14,3,3,698183,,4,Medical,Female,CAILEIGH,NM,10/01/77,02/10/14,Travel_Rarely,1,3,3,1,3,Divorced,7,3,7,1,3,2,1,2
206304868,757,193,Research & Development,52,3867,Yes,12,3,1,698227,,3,Life Sciences,Male,DAELON,KS,06/22/88,06/22/14,,,,,,,,,,,,,,,
524799324,692,208,Research & Development,52,4148,No,12,3,1,698283,,4,Life Sciences,Female,JOMANA,DC,01/18/82,01/18/03,,,,,,,,,,,,,,,
223580638,712,575,Research & Development,71,4364,No,14,3,1,698389,,2,Life Sciences,Female,TAI,SD,06/25/90,06/25/14,,,,,,,,,,,,,,,
154428673,678,117,Research & Development,60,2781,No,13,3,1,698494,,3,Medical,Male,KEMON,NY,01/24/84,01/24/03,,,,,,,,,,,,,,,
439917445,775,629,Research & Development,95,2311,No,15,3,0,698686,,2,Medical,Female,MARGUERITE,NM,02/19/83,03/16/14,Travel_Rarely,27,4,3,1,2,Single,2,4,9,3,3,2,1,2
529997115,724,1099,Sales,88,18213,No,11,3,1,698873,,3,Marketing,Male,FIELDING,CT,09/21/72,09/21/94,,,,,,,,,,,,,,,
552474181,755,969,Research & Development,76,2559,No,11,3,0,698888,,2,Tech,Male,TEAL,NM,09/13/68,08/18/15,Travel_Rarely,2,4,4,1,2,Single,5,3,7,4,2,0,0,0
935838727,727,529,Research & Development,78,2439,No,14,3,0,699003,,3,Technical Degree,N/A,TRAVONNE,NM,05/28/85,05/07/13,Travel_Rarely,2,4,3,1,1,,1,4,4,4,3,2,1,2
954161992,761,464,Research & Development,74,2587,Yes,16,3,1,699050,,3,Medical,Female,KAMEIA,,,09/24/14,Travel_Rarely,16,4,3,1,1,Divorced,4,2,17,2,2,2,2,2
881895874,718,1031,Research & Development,45,4505,No,15,3,1,699142,,4,Life Sciences,Female,SYMPHONY,NM,01/22/83,09/02/15,Travel_Rarely,6,3,2,2,2,Divorced,6,3,12,3,3,0,0,0
295217961,766,332,Human Resources,51,7988,No,13,3,0,700177,,3,Other,Male,ABDELLAH,AK,06/22/87,06/22/06,,,,,,,,,,,,,,,
911041537,766,1469,Research & D,82,3816,No,11,3,1,700339,,2,Medical,Male,NADAV,NC,06/09/89,06/09/11,,,,,,,,,,,,,,,
503061307,757,921,Research & Development,38,3833,No,21,4,2,700446,,3,Life Sciences,Male,MALEKAI,AL,09/12/86,09/12/14,,,,,,,,,,,,,,,
761997800,745,586,Sales,48,4037,No,22,4,1,700572,,3,Medical,Male,ZAEVION,UT,03/18/84,03/18/08,,,,,,,,,,,,,,,
410200740,817,286,Research & Development,31,19246,Yes,12,3,0,700601,09/03/17,4,LS,Male,WHITLEY,NY,10/15/58,09/03/86,Travel_Rarely,2,4,3,5,2,Single,7,4,40,2,3,15,13,8
849396994,702,819,Research & Development,48,5208,No,11,3,0,700603,,5,Life Sciences,Male,FARUQ,,,11/16/00,,,,,,,,,,,,,,,
602239938,722,632,Sales,71,5441,Yes,22,4,0,700734,,4,Marketing,N/A,JAYLIN,LA,07/09/65,07/09/06,,,,,,,,,,,,,,,
842686576,731,248,Research & Development,42,3633,Yes,15,3,1,700781,,2,Life Sciences,Male,MARKIS,DC,07/17/71,07/17/07,,,,,,,,,,,,,,,
903801787,820,534,Research & Development,66,9824,No,12,3,0,700940,05/28/16,3,LS,Male,NOMAR,NY,06/26/85,05/28/15,Travel_Frequently,20,1,3,3,3,Married,3,1,12,2,3,0,0,0
791651768,774,536,Sales,82,8380,Yes,14,3,2,701307,,5,Marketing,Male,ALDRIC,RI,07/30/83,07/30/07,,,,,,,,,,,,,,,
683167672,763,691,Research & Development,89,2725,Yes,11,3,2,701414,,3,Medical,Male,LAMARR,SD,11/13/92,11/13/10,,,,,,,,,,,,,,,
466211095,726,105,Research & Development,87,19431,No,13,3,0,701416,,3,LS,Male,SHAYON,NY,03/14/78,12/16/10,Non-Travel,9,4,3,5,4,Single,2,3,21,3,2,0,1,3
246158297,734,672,Research & Development,54,19272,No,15,3,1,701440,,2,Medical,Male,AMR,OR,11/17/77,11/17/95,,,,,,,,,,,,,,,
713931547,693,974,Research & Development,91,2270,No,14,3,2,701500,,4,Medical,Female,JAYCEON,KY,09/07/71,09/07/11,,,,,,,,,,,,,,,
867056985,675,567,Research & D,32,3760,Yes,13,3,0,701607,,1,Technical Degree,Female,EVALYNE,CT,07/02/92,07/02/10,,,,,,,,,,,,,,,
483418810,689,1385,Research & Development,79,13496,Yes,14,3,0,702075,,2,Medical,Male,LEVIATHAN,OR,05/22/72,05/23/97,,,,,,,,,,,,,,,
810043457,767,501,Sales,58,2380,Yes,11,3,0,702277,,1,Medical,Male,SHAKIL,NY,04/07/96,12/26/14,Travel_Rarely,5,3,3,1,1,Single,1,4,2,6,3,2,1,2
132866293,683,896,Research & Development,68,2345,No,14,3,1,702315,,3,Medical,Male,DONALDO,TN,07/03/76,07/03/13,,,,,,,,,,,,,,,
279517416,752,360,Research & Development,93,3904,No,13,3,0,702431,,3,Medical,Male,MENDEECEE,OR,08/24/77,08/24/11,,,,,,,,,,,,,,,
425307809,714,193,Research & Development,52,3867,Yes,12,3,1,702460,,3,Life Sciences,Male,DAELON,KS,08/04/88,08/04/14,,,,,,,,,,,,,,,
754181315,747,1184,Sales,62,4327,No,12,3,3,702516,,4,Medical,Male,RYUU,NH,04/30/77,04/30/17,,,,,,,,,,,,,,,
414708183,691,117,Sales,73,4403,No,11,3,1,702613,,4,Life Sciences,Male,GALVIN,SD,01/13/85,01/13/12,,,,,,,,,,,,,,,
108527134,686,1400,Sales,70,5714,No,20,4,0,702795,,1,Life Sciences,Female,ANELLA,NV,10/29/82,10/29/10,,,,,,,,,,,,,,,
460517298,703,933,Research & Development,94,2238,No,21,4,1,703667,,4,Life Sciences,Male,LEVON,CO,03/06/76,03/06/12,,,,,,,,,,,,,,,
105490392,721,390,Research & Development,32,5660,Yes,13,3,1,704088,,4,Life Sciences,Male,GRACESON,SC,07/28/58,07/28/11,,,,,,,,,,,,,,,
313927891,763,1416,Research & Development,49,19436,No,19,3,1,704326,,2,Medical,Male,SLATER,DC,03/27/77,03/26/96,,,,,,,,,,,,,,,
655395111,739,1311,Research & Development,100,2794,No,20,4,0,704465,,3,Life Sciences,Male,AZAAN,MA,09/23/84,09/23/11,,,,,,,,,,,,,,,
195974334,703,1287,Research & Development,55,2886,Yes,16,3,1,704658,07/03/16,3,Life Sciences,Female,JOSS,NY,11/15/92,07/03/10,Travel_Frequently,7,1,3,1,3,Married,1,4,6,4,3,3,1,2
195974334,703,1287,Research & Development,55,2886,Yes,16,3,1,704658,07/03/16,3,Life Sciences,Female,JOSS,NY,11/15/92,07/03/10,Travel_Frequently,7,1,3,1,3,Married,1,4,6,4,3,3,1,2
569293364,702,721,Research & Development,58,4011,No,23,4,0,705445,,2,Medical,Female,CAITLYN,CT,07/15/86,07/15/04,,,,,,,,,,,,,,,
775680493,752,1054,Research & Development,67,3445,No,11,3,0,705534,,3,Medical,Female,AYANO,NH,07/23/89,07/23/10,,,,,,,,,,,,,,,
322800395,691,342,Sales,66,6334,No,19,3,2,705540,,4,Marketing,Male,BARAKA,NY,07/16/79,11/08/15,Travel_Rarely,16,4,2,2,3,Divorced,4,4,9,2,3,0,0,0
907329051,701,1476,Sales,42,4162,Yes,12,3,2,705656,,1,Medical,Female,KLIYAH,,,07/29/11,,,,,,,,,,,,,,,
704778340,699,853,Research & Development,49,3491,No,13,3,3,705785,,4,LS,Male,MARQUAVIOUS,AZ,04/10/87,04/10/07,,,,,,,,,,,,,,,
975176533,739,1495,Research & Development,87,3306,No,19,3,1,706116,,2,Medical,Female,BESS,NY,03/08/79,08/17/16,Travel_Rarely,4,4,3,1,3,Married,7,4,7,5,2,0,0,0
910483193,746,1410,Sales,71,4647,Yes,20,4,2,706435,,1,Medical,Female,EEVA,CT,04/04/90,04/04/11,,,,,,,,,,,,,,,
293117266,789,935,Research & Development,89,2362,No,12,3,0,706460,12/04/15,3,Life Sciences,Male,GANESH,NY,03/15/73,12/03/12,Travel_Rarely,3,1,3,1,1,Married,4,3,10,4,4,2,1,2
408915782,698,583,Research & Development,53,2875,Yes,20,4,0,706663,,2,Life Sciences,Male,ASHTAN,LA,07/15/90,07/15/08,,,,,,,,,,,,,,,
473173203,719,979,Sales,94,7140,No,11,3,1,707023,,2,Mkt,Male,SURIEL,NY,11/22/86,09/16/09,Travel_Rarely,15,3,2,3,1,Divorced,2,1,12,2,3,7,1,7
454036620,680,809,Research & Development,84,2426,No,13,3,1,707546,,3,Medical,Male,HARRISON,NY,01/04/82,02/04/12,Travel_Rarely,16,1,4,1,2,Married,0,3,6,5,3,4,0,3
376891112,747,116,Research & Development,77,2743,No,20,4,1,707589,,3,Other,Female,MALLY,SC,10/05/84,10/05/14,,,,,,,,,,,,,,,
444903992,736,1037,Research & Development,42,2436,Yes,12,3,0,707773,,3,Medical,Male,SIMAR,MN,09/30/72,09/30/12,,,,,,,,,,,,,,,
513903724,775,817,Sales,56,8120,No,12,3,0,707893,,1,Marketing,Male,TINO,OH,02/07/69,02/07/15,,,,,,,,,,,,,,,
238472686,709,991,Research & Development,71,2659,Yes,13,3,1,708049,,3,Life Sciences,Female,CAYLEN,NY,01/04/91,07/31/13,Travel_Rarely,6,3,3,1,4,Married,1,3,3,2,3,2,0,2
152747372,694,1146,Research & Development,34,6667,No,18,3,1,708181,,4,Medical,Female,RIYLEE,KY,05/29/85,05/28/12,,,,,,,,,,,,,,,
507578925,705,160,Research & Development,71,2083,No,20,4,1,708185,,3,Medical,N/A,KASYN,NY,06/22/86,06/06/15,Travel_Frequently,3,3,3,1,3,,1,3,1,2,3,0,0,0
823203692,737,1108,Research & Development,65,2367,No,12,3,1,708562,,4,Other,Female,ANARAE,SC,08/24/68,08/24/08,,,,,,,,,,,,,,,
947092508,756,1276,Research & Development,72,7632,Yes,12,3,0,708567,,3,LS,Male,JURGEN,IA,12/22/81,12/22/08,,,,,,,,,,,,,,,
772937475,730,589,Sales,67,5154,No,22,4,2,708676,,4,LS,Female,DAISI,UT,12/13/71,12/13/08,,,,,,,,,,,,,,,
191564809,763,635,Research & Development,73,2153,No,13,3,0,708876,,1,Medical,Female,KENSLEIGH,ND,01/12/81,01/12/09,,,,,,,,,,,,,,,
265961444,745,509,Research & Development,43,3376,No,13,3,0,708974,,2,Technical Degree,Female,LAVANYA,NY,06/27/75,06/07/06,Travel_Rarely,7,2,4,1,3,Married,1,3,10,3,3,6,0,8
465255231,735,426,Research & Development,42,4724,No,13,3,1,709006,,4,Life Sciences,Male,MEET,SD,10/09/82,10/09/07,,,,,,,,,,,,,,,
475625699,748,443,Research & Development,50,1706,No,11,3,3,709074,,3,Medical,Male,RAJA,DC,10/30/89,10/30/16,,,,,,,,,,,,,,,
740216918,710,345,Sales,100,5343,No,11,3,1,709316,,2,Life Sciences,Female,MARCEL,,,02/07/07,,,,,,,,,,,,,,,
974140641,748,379,Sales,48,6524,No,14,3,1,709368,,2,Life Sciences,Male,MASSIMILIANO,AK,09/28/84,09/28/06,,,,,,,,,,,,,,,
498715945,713,311,Research & Development,89,4197,No,11,3,1,709748,,3,Life Sciences,Male,GRAYLAN,ND,03/11/86,03/11/07,,,,,,,,,,,,,,,
984695350,775,1462,Research & Development,94,3629,No,18,3,0,710101,,3,Medical,Female,KYLII,IN,11/19/79,11/19/13,,,,,,,,,,,,,,,
650825201,765,1291,Sales,98,2534,No,14,3,1,710133,,3,Medical,Female,SERAIAH,NY,01/20/90,02/06/16,Travel_Rarely,11,3,4,1,4,Married,8,2,5,4,3,0,0,0
733516474,735,1230,Research & Development,33,4775,No,22,4,2,710417,,2,Life Sciences,Male,YOSIAH,OR,06/27/94,06/27/14,,,,,,,,,,,,,,,
141015453,722,1365,Sales,46,4233,No,17,3,0,710889,,4,Medical,Male,NIKOLAUS,NC,05/01/86,05/01/14,,,,,,,,,,,,,,,
601810695,732,607,Sales,83,4639,No,16,3,1,710903,,3,Marketing,N/A,RYE,IN,04/11/81,04/11/02,,,,,,,,,,,,,,,
781013918,715,1069,Research & Development,45,9547,No,17,3,0,710949,,1,Life Sciences,Male,COLSTON,NY,02/16/83,02/14/07,Travel_Frequently,2,4,2,2,3,Married,1,3,10,2,2,9,1,9
477450930,780,530,Sales,51,10325,Yes,11,3,1,710996,05/24/15,1,Life Sciences,Male,KASCH,NY,04/06/81,05/24/99,Travel_Rarely,3,3,2,3,4,Married,1,1,16,6,3,7,3,7
564840346,762,1023,Sales,63,5390,No,14,3,0,711145,,3,Medical,Male,ZARAR,NY,06/12/67,09/24/07,Travel_Frequently,2,4,2,2,2,Married,2,4,17,3,2,6,0,8
264868365,699,461,Research & Development,53,3452,No,18,3,0,711278,,1,Life Sciences,Female,JASANI,OR,10/08/83,10/08/13,,,,,,,,,,,,,,,
159235732,693,1207,Research & Development,74,3221,Yes,11,3,3,711633,,1,Medical,Male,TRIGGER,AR,09/16/66,09/16/96,,,,,,,,,,,,,,,
730158872,757,431,Research & Development,68,6854,No,15,3,1,711659,,4,Medical,Female,SANDI,NY,05/20/63,01/12/10,Travel_Rarely,7,4,3,2,4,Married,4,2,14,2,2,1,1,7
418849532,689,345,Sales,100,5343,No,11,3,1,711770,,2,Life Sciences,Female,MARCEL,,,10/21/06,Travel_Rarely,10,1,3,2,4,Married,1,3,10,1,3,7,1,9
350003326,742,704,Sales,95,6712,No,21,4,2,711972,,3,Marketing,Female,AIN,NY,06/28/82,04/28/09,Travel_Rarely,28,4,2,2,3,Married,1,4,8,2,3,7,1,7
763350680,742,441,Research & Development,72,4963,Yes,18,3,3,712516,,4,LS,Female,AMYAH,IL,02/02/61,02/02/12,,,,,,,,,,,,,,,
515280175,757,867,Research & Development,90,3143,No,19,3,1,712544,,4,Life Sciences,Male,BLIN,FL,06/02/83,06/02/06,,,,,,,,,,,,,,,
374851487,730,492,Sales,96,6439,No,14,3,1,713328,,4,LS,Female,ALLYE,NV,11/16/68,11/16/08,,,,,,,,,,,,,,,
280952637,742,1342,Sales,47,5473,No,12,3,0,713765,,2,Medical,Male,DENARD,OR,02/04/77,02/04/09,,,,,,,,,,,,,,,
832736144,757,884,Research & Development,80,10435,No,13,3,2,713920,,3,LS,Female,KESIAH,MS,10/07/76,10/07/98,,,,,,,,,,,,,,,
468922761,758,735,Sales,75,8103,Yes,12,3,0,714312,,1,Medical,Female,ELLODY,GA,07/15/82,07/15/12,,,,,,,,,,,,,,,
166064020,763,1450,Research & Development,79,2566,Yes,15,3,1,714575,,3,Medical,N/A,VITO,CT,04/13/90,04/12/16,,,,,,,,,,,,,,,
179083235,733,945,Human Resources,80,5021,Yes,22,4,1,714588,,2,Medical,Male,JAVON,DC,03/30/71,03/30/13,,,,,,,,,,,,,,,
876033528,676,1442,Research & Development,46,8621,No,14,3,0,714645,,3,Medical,Female,HONEST,NE,09/23/82,09/23/08,,,,,,,,,,,,,,,
198116308,693,862,Sales,76,2827,No,12,3,3,714801,,1,Life Sciences,Female,DANIYLA,,12/01/84,12/01/15,,,,,,,,,,,,,,,
970902281,722,1251,Sales,32,5736,No,19,3,1,714974,,4,LS,Female,JORRYN,MA,08/08/77,08/08/13,,,,,,,,,,,,,,,
704811848,730,313,Research & Development,98,13734,No,18,3,0,715019,,3,Medical,Female,EASTON,NY,03/29/66,03/11/10,Travel_Rarely,3,4,3,4,2,Single,3,3,21,6,3,7,1,0
356287019,692,625,Research & Development,50,5933,No,12,3,0,715409,,3,Medical,Male,RIGHTEOUS,NY,03/11/73,03/06/12,Travel_Rarely,4,4,3,2,2,Single,9,4,10,2,2,2,2,3
463257401,754,103,Research & Development,50,2028,Yes,14,3,0,715687,,3,Life Sciences,Male,RICHARD,DE,07/22/88,07/22/12,,,,,,,,,,,,,,,
430587551,695,1240,Research & Development,33,2341,No,13,3,1,715791,,4,Life Sciences,Female,CHARLEIGH,NM,09/06/89,09/06/15,,,,,,,,,,,,,,,
138820191,762,285,Research & Development,86,5429,No,13,3,2,716081,,3,Medical,Male,LAJUAN,SD,04/25/83,04/25/09,,,,,,,,,,,,,,,
374990502,689,1229,Research & Development,36,2269,No,19,3,0,716122,,1,Life Sciences,Male,MATTHIAS,NV,06/21/81,06/21/15,,,,,,,,,,,,,,,
122786872,701,480,Research & Development,31,4306,No,12,3,1,716222,,2,Medical,Female,JO,NY,08/17/85,07/31/03,Travel_Rarely,7,2,3,2,1,Married,1,2,13,5,1,10,3,12
209338848,684,688,Research & Development,82,5745,No,14,3,1,716242,,4,Life Sciences,N/A,YERIK,OK,02/26/79,02/26/15,,,,,,,,,,,,,,,
758387116,697,1420,Human Resources,32,18844,No,21,4,1,716472,,4,Human Resources,Female,EMILIANA,,11/27/57,11/27/13,,,,,,,,,,,,,,,
677503392,764,691,Sales,48,6825,No,11,3,1,716601,,4,Mkt,Male,MARTIN,CT,08/06/74,08/06/07,,,,,,,,,,,,,,,
414422814,710,1418,Research & Development,36,3580,No,16,3,1,716840,,3,Technical Degree,Female,SUMEYA,,,12/11/12,Travel_Rarely,1,3,3,1,1,Married,2,2,7,2,3,2,0,2
132653463,698,688,Sales,44,11557,No,21,4,1,716893,,3,Life Sciences,N/A,ZADRIAN,NY,02/17/86,09/01/11,Travel_Rarely,7,3,2,3,4,,9,3,10,3,2,4,0,1
525401633,798,391,Research & Development,75,2472,Yes,23,4,0,716933,04/13/16,1,Life Sciences,Male,GLYNN,NY,10/12/94,04/13/15,Travel_Rarely,7,4,3,1,2,Single,1,1,1,2,3,0,0,0
315005770,676,478,Research & Development,60,19038,No,12,3,3,717209,,3,Medical,Male,ACHYUTH,MI,10/09/61,10/09/15,,,,,,,,,,,,,,,
594714221,717,884,Sales,73,6815,No,13,3,0,717229,,4,Life Sciences,Female,OZZIE,NY,01/13/81,08/02/15,Travel_Rarely,1,2,3,2,3,Single,6,1,15,5,3,0,0,0
708576005,732,124,Research & Development,35,4107,No,15,3,0,717376,,3,Other,Female,ASIANA,,10/05/79,10/05/12,,,,,,,,,,,,,,,
685678951,676,117,Research & Development,60,2781,No,13,3,1,717540,,3,Medical,Male,KEMON,NY,07/31/83,08/05/02,Travel_Rarely,9,1,3,1,4,Married,0,2,15,5,3,10,4,10
383295564,687,264,Sales,59,19331,Yes,16,3,1,717612,,3,Marketing,Male,BEREND,AK,04/12/67,04/11/16,,,,,,,,,,,,,,,
414658705,689,294,Research & Development,32,8793,No,21,4,2,717702,,2,Life Sciences,Male,ARSENIO,MA,05/07/90,05/06/08,,,,,,,,,,,,,,,
728565885,754,1172,Sales,78,2856,No,19,3,1,718388,,3,Medical,Female,EMYRSON,NE,12/05/88,12/05/15,,,,,,,,,,,,,,,
700284193,763,905,Research & Development,99,2741,Yes,15,3,1,718421,,2,Medical,Male,ANTWON,NY,09/23/76,03/24/10,Travel_Rarely,19,3,3,2,4,Married,8,3,15,2,4,2,3,7
593354925,769,587,Sales,57,9852,Yes,19,3,1,718627,,4,LS,Female,DILLAN,NY,09/21/85,04/10/07,Non-Travel,2,4,3,3,3,Divorced,1,1,10,5,2,8,9,6
237179617,731,182,Research & Development,72,3280,No,16,3,0,718794,,4,Life Sciences,Female,BODHI,VT,11/13/82,11/13/12,,,,,,,,,,,,,,,
153971191,724,1179,Research & Development,78,3196,No,12,3,3,719026,,4,Medical,Male,RAMIZ,SC,06/11/88,06/11/10,,,,,,,,,,,,,,,
245153011,715,699,Research & Development,83,2960,No,11,3,0,719249,,1,Medical,Male,TRAVIS,DE,08/12/82,08/12/12,,,,,,,,,,,,,,,
537592056,767,1063,Research & Development,72,4449,Yes,15,3,2,719715,,5,Medical,Female,KAYZLEE,NY,11/19/79,01/23/04,Non-Travel,25,2,3,2,3,Married,3,1,15,2,3,11,10,7
360409138,734,1211,Sales,98,5772,Yes,21,4,0,719788,,4,Marketing,Male,RAIDEN,FL,09/03/70,09/03/07,,,,,,,,,,,,,,,
697968936,762,448,Research & Development,84,7945,Yes,15,3,0,719835,,3,Life Sciences,Female,KENYIA,,,06/13/12,,,,,,,,,,,,,,,
264775047,698,543,Research & Development,83,2406,No,19,3,2,719985,,4,Life Sciences,Male,SAFIR,LA,02/05/77,02/05/16,,,,,,,,,,,,,,,
604153556,722,289,Research & Development,51,2479,No,24,4,0,720058,,3,Technical Degree,Male,OLUWADAMILOLA,,,03/31/16,,,,,,,,,,,,,,,
879755307,720,1495,Research & Development,87,3306,No,19,3,1,720606,,2,Medical,Female,BESS,NY,10/04/78,10/04/16,,,,,,,,,,,,,,,
887487561,713,1498,Sales,44,6120,Yes,12,3,2,721328,,4,Life Sciences,Male,NIKOLAJ,NC,02/13/78,11/07/11,Travel_Rarely,21,1,2,2,4,Married,3,4,8,2,4,4,1,4
584026623,711,841,Research & Development,46,2368,No,19,3,0,721415,,3,Other,Female,ZULEYKA,,,11/18/11,,,,,,,,,,,,,,,
118592546,743,738,Research & Development,30,3983,No,17,3,0,721492,,5,Other,Male,ESSA,NC,09/03/87,09/30/13,Travel_Rarely,9,2,2,1,4,Single,0,3,4,2,3,2,2,2
360655506,739,1146,Sales,82,4539,No,12,3,1,723757,,3,Medical,Female,MAJORIE,NC,10/12/83,02/10/07,Travel_Frequently,25,2,3,2,3,Married,1,1,10,3,2,7,0,1
451702355,723,1075,Human Resources,57,2277,Yes,11,3,1,723992,,2,Human Resources,Male,RUBENS,IA,08/30/83,08/30/12,,,,,,,,,,,,,,,
635759756,762,1365,Sales,46,4233,No,17,3,0,724074,05/08/16,4,Medical,Male,NIKOLAUS,NC,10/13/85,05/08/13,Travel_Rarely,13,2,3,2,1,Divorced,2,3,9,2,1,1,1,2
529389721,689,1009,Research & Development,51,17861,No,13,3,0,724504,,3,LS,Male,MYCHAEL,NC,10/29/70,10/24/13,Travel_Rarely,2,1,3,4,3,Married,6,3,26,2,1,2,0,1
491741675,724,1351,Research & Development,45,5484,No,17,3,1,724809,,4,LS,Male,UKIAH,TX,09/04/82,09/04/14,,,,,,,,,,,,,,,
390884728,748,770,Human Resources,84,14026,Yes,11,3,1,724848,,3,Life Sciences,Male,JAVONTA,NC,11/06/65,07/26/83,Travel_Rarely,5,3,3,4,2,Divorced,1,2,33,2,3,9,0,10
983870103,731,1255,Research & Development,90,2066,No,22,4,1,724956,,2,Life Sciences,Female,KIMMORA,NC,01/03/61,08/04/13,Travel_Rarely,1,1,3,1,1,Married,2,4,5,3,4,2,1,0
704284901,768,703,Sales,66,6272,No,20,4,2,725148,,2,Marketing,Male,RENO,,02/10/91,02/10/12,,,,,,,,,,,,,,,
570169377,746,266,Sales,57,19845,No,15,3,1,725209,,1,Mkt,Female,KIMBERLI,OR,10/23/64,10/23/84,,,,,,,,,,,,,,,
286695086,738,1094,Sales,58,10932,No,15,3,1,725247,,3,Other,Male,RYEN,OH,02/05/77,02/05/16,,,,,,,,,,,,,,,
347661630,744,1144,Research & Development,30,5258,No,14,3,0,725257,,4,Medical,Female,ANIJAH,NC,10/27/70,03/21/16,Non-Travel,7,3,3,2,3,Married,2,3,7,2,4,0,0,0
508026360,745,120,Sales,43,4221,No,15,3,0,725287,,3,Medical,Male,SLADE,KS,12/21/88,12/21/11,,,,,,,,,,,,,,,
921050416,693,303,Sales,84,5813,Yes,18,3,0,725436,,3,Life Sciences,Male,BENJERMAN,UT,03/28/82,03/28/07,,,,,,,,,,,,,,,
